,Headlines,Valid Source,Source
401,"World Series hangover to just over? After another Chicago Cubs playoff dud, a look at what’s gone wrong since their 2016 championship run.",Yes,The Chicago Tribune
402,"‘SNL’ review: With Trump in the hospital, a nervous season opener finds itself between a 30 Rock and a hard place",Yes,The Chicago Tribune
403,Free ride over for Metra UP commuters as ticket verification begins at Ogilvie station,Yes,The Chicago Tribune
404,"Winners and losers from the Chicago Bears’ Week 4 loss: The Bear Raid siren, Rich Gannon’s unfortunate ‘contagious disease’ mention and Mitch Trubisky",Yes,The Chicago Tribune
405,"A look at all 16 potential World Series matchups: Yankees-Dodgers has the highest likelihood of happening, while Athletics-Marlins has the least",Yes,The Chicago Tribune
406,‘Can’t Even': Anne Helen Petersen persuasively argues that millennial burnout is a symptom of how work is failing us,Yes,The Chicago Tribune
407,"Man faces charges in CTA Red Line shooting on South Side, police say",Yes,The Chicago Tribune
408,"Over some Democrats’ objections, Cook County Board approves a property tax break for south suburban gun club",Yes,The Chicago Tribune
409,Chicago Tribune Articles group 7,Yes,The Chicago Tribune
410,Older people will soon receive health coverage in Illinois regardless of immigration status under first-in-nation program: ‘It’s a relief’,Yes,The Chicago Tribune
411,"Regal, Cineworld confirm hundreds of movie theaters to close",Yes,The Chicago Tribune
412,"3Arts to award $470,000 to Chicago artists: ‘This is the year to encourage people to find some hope.’",Yes,The Chicago Tribune
413,Jimmy Butler scores 40 points in a triple-double — the 3rd player ever to do so in the NBA Finals — as the Heat cut the Lakers’ lead to 2-1,Yes,The Chicago Tribune
414,Bidenomics: the good the bad and the unknown,Yes,The Economist
415,Joe Biden would not remake America’s economy,Yes,The Economist
416,Why Donald Trump is doing surprisingly well in Florida,Yes,The Economist
417,Famine in Yemen need not happen,Yes,The Economist
418,JPMorgan Chase faces a fine of $920m for market manipulation,Yes,The Economist
419,Chaguan: China is celebrating 70 years since it entered the Korean war,Yes,The Economist
420,The cola wars made Pepsi and Coke “the world’s best marketers”,Yes,The Economist
421,A Mexican state with a tradition of giving children odd names,Yes,The Economist
422,The Epic-Apple courtroom battle commences,Yes,The Economist
423,The end of the debate,Yes,The Economist
424,It’s better to be a poor pupil in a rich country than the reverse,Yes,The Economist
425,Covid-19 has reversed years of gains in the war on poverty,Yes,The Economist
426,Millions are being plunged back into extreme poverty,Yes,The Economist
427,The pandemic is causing a microcredit crunch,Yes,The Economist
428,Coronavirus has throttled South Africa’s economy,Yes,The Economist
429,Computer-generated realities are becoming ubiquitous,Yes,The Economist
430,Virtual environments are being used everywhere,Yes,The Economist
431,Headset technology is cheaper and better than ever,Yes,The Economist
432,Health care is already benefiting from VR,Yes,The Economist
433,A novelist’s vision of the virtual world has inspired an industry,Yes,The Economist
434,How will Donald Trump’s covid-19 infection affect the election?,Yes,The Economist
435,"Thirty years after reunification, Germany is shouldering more responsibility",Yes,The Economist
436,Britain’s mixed-race population blurs the lines of identity politics,Yes,The Economist
437,Why the rocky engagement between Tiffany and LVMH might survive,Yes,The Economist
438,Buttonwood: Lessons from the endowment model,Yes,The Economist
439,Week in charts: Biden and business,Yes,The Economist
440,"What do Dua Lipa, Rita Ora and Ava Max have in common?",Yes,The Economist
441,Is Pakistan really handling the pandemic better than India?,Yes,The Economist
442,"Why, despite the coronavirus pandemic, house prices continue to rise",Yes,The Economist
443,The death of Kuwait’s emir robs the Gulf of a real diplomat,Yes,The Economist
444,Why governments get covid-19 wrong,Yes,The Economist
445,Covid-19 is forcing a rethink in macroeconomics,Yes,The Economist
446,"Throughout history, pandemics have had profound economic effects",Yes,The Economist
447,The covid-19 pandemic is worse than official figures show,Yes,The Economist
448,China is demolishing villages and forcing people into bigger ones,Yes,The Economist
449,"To put idle land to use, Chinese officials want to erase many villages",Yes,The Economist
450,How hybrids have upturned evolutionary theory,Yes,The Economist
451,When the Proud Boys came to town,Yes,The Economist
452,Mexico’s chroniclers tell the other half of history,Yes,The Economist
453,Bagehot: The Tories launch a culture war,Yes,The Economist
454,A risky stimulant thrives in China’s capital of chewing,Yes,The Economist
455,How will Donald Trump’s covid diagnosis shape the race?,Yes,The Economist
456,Spain’s poisonous politics have worsened the pandemic and the economy,Yes,The Economist
457,Donald Trump’s illness may shorten the odds of his losing the election,Yes,The Economist
458,How some international treaties threaten the environment,Yes,The Economist
459,Can Tata Sons regain its footing?,Yes,The Economist
460,Is China’s biggest property developer truly too big to fail?,Yes,The Economist
461,Bartleby: Why we need to laugh at work,Yes,The Economist
462,Why east and west German women still work vastly different hours,Yes,The Economist
463,"An indictment of the CIA, through the lives of four spies",Yes,The Economist
464,The Economist’s US election forecast,Yes,The Economist
465,Trump Expected To Nominate Amy Coney Barrett To The Supreme Court,Yes,NPR
466,"Who Is Amy Coney Barrett, Front-Runner For The Supreme Court Nomination?",Yes,NPR
467,Federal Judge Ousts Trump's Top Public Lands Chief,Yes,NPR
468,Biden Says He's Confident Trump Will Leave Office If He Loses,Yes,NPR
469,"I Have No Faith In The Legal System,' Breonna Taylor's Mother Says",Yes,NPR
470,Trump Administration Moves To Allow Logging In Alaska's Tongass National Forest,Yes,NPR
471,What To Know About Those $200 Drug Cards President Trump Promised,Yes,NPR
472,Coronavirus FAQs: Why Can't The CDC Make Up Its Mind About Airborne Transmission?,Yes,NPR
473,Hero Rat Wins A Top Animal Award For Sniffing Out Land Mines,Yes,NPR
474,"Ginsburg, Champion Of Gender Equality, Becomes 1st Woman To Lie In State",Yes,NPR
475,A Look At Myths And Misconceptions About The Supreme Court,Yes,NPR
476,Ginsburg's Trainer Honors Late Justice With Push Ups At Capitol Hill Memorial,Yes,NPR
477,"Bryant Johnson, Ginsburg's Trainer, Walks Us Through A Full-Body Workout ",Yes,NPR
478,Video Of Seattle Officer Rolling Bicycle Over Protester's Head Leads To Suspension,Yes,NPR
479,Florida Republicans Take Aim At Efforts To Pay Felons' Fines So They Can Vote,Yes,NPR
480,"FBI Agent In Flynn Case Had Doubts About Investigation, Document Shows",Yes,NPR
481,"Google To Halt Political Ads After Polls Close, Amid Worries Over Delayed Results",Yes,NPR
482,Coal Miner's Daughter Is A Heartwarming Hero In Afghanistan,Yes,NPR
483,"Heart Disease Bankrupted Him Once. Now He Faces Another $10,000 Medical Bill",Yes,NPR
484,Getting Out Of Medical Debt Can Feel Impossible. Here's How To Do It,Yes,NPR
485,Trump Administration Appeals Order That Extends Census Counting Through Oct. 31,Yes,NPR
486,Novavax Researcher Says No Chance Of A 'Shortcut' In Vaccine Safety,Yes,NPR
487,Florida's Governor Lifts All COVID-19 Restrictions On Businesses Statewide,Yes,NPR
488,Leaders Indicted At Soldiers' Home Where At Least 76 People Died In COVID-19 Outbreak,Yes,NPR
489,"Rio's Joyous Carnival, The World's Largest, Is Postponed Due To COVID-19",Yes,NPR
490,Coronavirus Maps: How Severe Is Your State's Outbreak?,Yes,NPR
491,"America's 200,000 COVID-19 Deaths: Small Cities And Towns Bear A Growing Share",Yes,NPR
492,The Air Force Struggles With Diversity. Can The Space Force Do Any Better?,Yes,NPR
493,Fargo' Season 4 Is As Good As It Gets — Again,Yes,NPR
494,What Amy Coney Barrett's Supreme Court Nomination Means For The 2020 Election,Yes,NPR
495,Who Is Supreme Court Nominee Amy Coney Barrett?,Yes,NPR
496,Trump Announces Amy Coney Barrett As His Supreme Court Nominee,Yes,NPR
497,"We Can't Stop The Outcome,' No. 2 Senate Democrat Says Of Barrett Confirmation",Yes,NPR
498,Presidential Votes Have Been Too Close To Call And Even Too Close to Count,Yes,NPR
499,Biden Responds To Trump Court Pick: 'Health Care Is On The Ballot',Yes,NPR
500,Some Black Americans Buying Guns: 'I'd Rather Go To Trial Than Go To The Cemetery',Yes,NPR
501,"In California, Windy, Dry Weather Expected To Bring 'Critical' Fire Conditions",Yes,NPR
502,NY Parole Of Former Black Panther Activist Who Murdered 2 Cops Sparks Reform Debate,Yes,NPR
503,"As Election Nears, Trump Expands Moratorium On Exploratory Drilling In Atlantic",Yes,NPR
504,Senate Judiciary Panel To Start Supreme Court Confirmation Hearings On Oct. 12,Yes,NPR
505,COVID-19 Daily Cases On The Rise In Nearly Half Of U.S. States,Yes,NPR
506,NASA Astronaut Will Vote From Space,Yes,NPR
507,"In The Era Of Hygiene, 'Clean' Author Makes The Case For Showering Less",Yes,NPR
508,Romance Meets The Real World In 'Real Men Knit',Yes,NPR
509,Medicating With Music': How One Tiny Desk Contest Entrant Heals Through Song,Yes,NPR
510,"You Can't Send Your Kids To Dance Class Right Now, But You Can Read Them 'Bunheads'",Yes,NPR
511,Photos: Remembering Supreme Court Justice Ruth Bader Ginsburg,Yes,NPR
512,New DOJ Filing: TikTok's Owner Is 'A Mouthpiece' Of Chinese Communist Party,Yes,NPR
513,Michigan Secretary of State Says At Least 3 Million Expected To Vote By Mail,Yes,NPR
514,What Does It Take For A Palestinian American Baby To Travel From Israel To The U.S.?,Yes,NPR
515,6 Questions Ahead Of The 1st Trump-Biden Presidential Debate,Yes,NPR
516,Trump And Biden Debate Tuesday. Here's What You Need To Know,Yes,NPR
517,Pelosi Prepares Democrats For Rare Possibility The House May Decide The Election,Yes,NPR
518,Legal Fight Over Trump's Financial Records Grinds On Even As Tax Details Spill Out,Yes,NPR
519,COVID-19 Deaths Top 1 Million Worldwide. How These 5 Nations Are Driving The Pandemic,Yes,NPR
520,A Military 1st: A Supercarrier Is Named After An African American Sailor,Yes,NPR
521,"More Than 600,000 Child Cases Reported Of COVID-19, But Severe Illness Is 'Rare'",Yes,NPR
522,Democrats Say Trump Tax Payments Report Shows His 'Disdain' For Working Families,Yes,NPR
523,Trump Dismisses 'New York Times' Report That He Paid Little In Federal Income Taxes,Yes,NPR
524,Don't Deduct That Haircut Just Yet: Tax Court Has Rejected Such Claims,Yes,NPR
525,"Evictions Damage Public Health, Which Is Why The CDC Has Banned Them ― For Now",Yes,NPR
526,Pandemic Threatens Long-Term Job Security After Hospitality Industry Layoffs,Yes,NPR
527,House Democrats Introduce Scaled-Back Coronavirus Aid Package,Yes,NPR
528,Texas Sheriff Charged With Destroying Evidence In Officer-Related Death,Yes,NPR
529,Officer Indicted In Breonna Taylor Case Pleads Not Guilty,Yes,NPR
530,Artists Turn GoFundMe Comments Into A 'Get Well Soon!' Card For A Sick System,Yes,NPR
531,Fighting Between Armenia And Azerbaijan Threatens To Spiral Into Full-Blown War,Yes,NPR
532,Savanna's Act Addresses Alarming Number Of Missing Or Killed Native Women,Yes,NPR
533,A Look At Amy Coney Barrett's Record On Abortion Rights,Yes,NPR
534,Unprecedented' Wildfire Season Threatens California's Wine Region,Yes,NPR
535,"Uber Can Keep Operating In London, Magistrate Rules",Yes,NPR
536,"I Love My Mom, And I Miss Who She Was': Portrait Of A Parent With Alzheimer's",Yes,NPR
537,Trump On Defensive Over White Supremacist Group After Debate Comments,Yes,NPR
538,"Senate Approves Spending Stopgap, Hours Ahead of Shutdown Deadline",Yes,NPR
539,"Trump Often Gives 'Complete Opposite' Of Health Experts' Advice, Former Staffer Says",Yes,NPR
540,Tank And The Bangas Have 'Feelings' On The COVID-19 Era,Yes,NPR
541,"Bowen Yang, 1st Chinese American Member Of 'SNL,' Talks Diversity And Returning to Work",Yes,NPR
542,Census Bureau Gets 4th Trump Appointee In 3 Months As Count Nears End,Yes,NPR
543,Appeals Court Rejects Push To End Census Early By Trump Administration,Yes,NPR
544,What Barrett Would Recuse Herself From: Takeaways From Senate Questionnaire,Yes,NPR
545,Debate Organizers Say They Will Make Format Changes For Next Time,Yes,NPR
546,Is This American-Style Civilization?': World Reacts To Presidential Debate,Yes,NPR
547,"Glass Fire Rages Across Northern California, Burning Thousands Of Acres",Yes,NPR
548,I'm Struggling To Walk': Serena Williams Withdraws From French Open,Yes,NPR
549,NFL Postpones 1st Game Following Tennessee Titans' COVID-19 Outbreak,Yes,NPR
550,Man Charged In Shooting Of 2 L.A. Sheriff's Deputies,Yes,NPR
551,"Lies, Money and Cheating: The Deeper Story Of The College Admissions Scandal",Yes,NPR
552,"Juggling Financial Stress And Caregiving, Parents Are 'Very Not OK' In The Pandemic",Yes,NPR
553,Comey Acknowledges Surveillance Problems But Defends Overall Russia Inquiry,Yes,NPR
554,U.S. Statue Removals Inspire Indigenous People In Latin America To Topple Monuments,Yes,NPR
555,Tell Us: What Does The American Flag Mean To You Right Now?,Yes,NPR
556,The Boys In The Band': Raging Gracefully,Yes,NPR
557,"On Her Influential Debut, Peaches Seized Her Pain And Pleasure",Yes,NPR
558,"When The Voting Is Done: Facebook, Twitter On 'High Alert' For Post-Election Threats",Yes,NPR
559,"Trump 'Will Not Accept Any Result That Is Not A Victory,' 'Atlantic' Writer Says",Yes,NPR
560,Is It Time To Say R.I.P. To 'P.O.C.'?,Yes,NPR
561,Descendants Of People Enslaved By Virginia's Governors Are Reframing History,Yes,NPR
562,Alexei Navalny Says Russia's Putin Had Him Poisoned With Nerve Agent,Yes,NPR
563,How Amy Coney Barrett's Confirmation Would Compare To Past Supreme Court Picks,Yes,NPR
564,"United And American Airlines Tell 32,000 Employees They're Now On Furlough",Yes,NPR
565,Web Of 'Wellness' Doctors Promote Injections Of Unproven Coronavirus Treatment,Yes,NPR
566,The Black Doctors Working To Make Coronavirus Testing More Equitable,Yes,NPR
567,"With More Rapid Tests Available, Who Should Get Tested And How Often?",Yes,NPR
568,Don't Wait For A COVID-19 Vaccine To Get Your Shots — You Need A Flu Shot Now,Yes,NPR
569,Ireland Lacrosse Bows Out Of 2022 World Games So Iroquois Nationals Can Play,Yes,NPR
