Headlines,Valid Source,Source
JPMorgan Chase faces a fine of $920m for market manipulation,Yes,The Economist
Chaguan: China is celebrating 70 years since it entered the Korean war,Yes,The Economist
The cola wars made Pepsi and Coke “the world’s best marketers”,Yes,The Economist
A Mexican state with a tradition of giving children odd names,Yes,The Economist
The Epic-Apple courtroom battle commences,Yes,The Economist
The end of the debate,Yes,The Economist
It’s better to be a poor pupil in a rich country than the reverse,Yes,The Economist
Covid-19 has reversed years of gains in the war on poverty,Yes,The Economist
Millions are being plunged back into extreme poverty,Yes,The Economist
The pandemic is causing a microcredit crunch,Yes,The Economist
Coronavirus has throttled South Africa’s economy,Yes,The Economist
Computer-generated realities are becoming ubiquitous,Yes,The Economist
Virtual environments are being used everywhere,Yes,The Economist
Headset technology is cheaper and better than ever,Yes,The Economist
Health care is already benefiting from VR,Yes,The Economist
A novelist’s vision of the virtual world has inspired an industry,Yes,The Economist
How will Donald Trump’s covid-19 infection affect the election?,Yes,The Economist
"Thirty years after reunification, Germany is shouldering more responsibility",Yes,The Economist
Britain’s mixed-race population blurs the lines of identity politics,Yes,The Economist
Why the rocky engagement between Tiffany and LVMH might survive,Yes,The Economist
Buttonwood: Lessons from the endowment model,Yes,The Economist
Week in charts: Biden and business,Yes,The Economist
"What do Dua Lipa, Rita Ora and Ava Max have in common?",Yes,The Economist
Is Pakistan really handling the pandemic better than India?,Yes,The Economist
"Why, despite the coronavirus pandemic, house prices continue to rise",Yes,The Economist
The death of Kuwait’s emir robs the Gulf of a real diplomat,Yes,The Economist
Why governments get covid-19 wrong,Yes,The Economist
Covid-19 is forcing a rethink in macroeconomics,Yes,The Economist
"Throughout history, pandemics have had profound economic effects",Yes,The Economist
The covid-19 pandemic is worse than official figures show,Yes,The Economist
China is demolishing villages and forcing people into bigger ones,Yes,The Economist
"To put idle land to use, Chinese officials want to erase many villages",Yes,The Economist
How hybrids have upturned evolutionary theory,Yes,The Economist
When the Proud Boys came to town,Yes,The Economist
Mexico’s chroniclers tell the other half of history,Yes,The Economist
Bagehot: The Tories launch a culture war,Yes,The Economist
A risky stimulant thrives in China’s capital of chewing,Yes,The Economist
How will Donald Trump’s covid diagnosis shape the race?,Yes,The Economist
Spain’s poisonous politics have worsened the pandemic and the economy,Yes,The Economist
Donald Trump’s illness may shorten the odds of his losing the election,Yes,The Economist
How some international treaties threaten the environment,Yes,The Economist
Can Tata Sons regain its footing?,Yes,The Economist
Is China’s biggest property developer truly too big to fail?,Yes,The Economist
Bartleby: Why we need to laugh at work,Yes,The Economist
Why east and west German women still work vastly different hours,Yes,The Economist
"An indictment of the CIA, through the lives of four spies",Yes,The Economist
The Economist’s US election forecast,Yes,The Economist
Trump Expected To Nominate Amy Coney Barrett To The Supreme Court,Yes,NPR
"Who Is Amy Coney Barrett, Front-Runner For The Supreme Court Nomination?",Yes,NPR
Federal Judge Ousts Trump's Top Public Lands Chief,Yes,NPR
Biden Says He's Confident Trump Will Leave Office If He Loses,Yes,NPR
"I Have No Faith In The Legal System,' Breonna Taylor's Mother Says",Yes,NPR
Trump Administration Moves To Allow Logging In Alaska's Tongass National Forest,Yes,NPR
What To Know About Those $200 Drug Cards President Trump Promised,Yes,NPR
Coronavirus FAQs: Why Can't The CDC Make Up Its Mind About Airborne Transmission?,Yes,NPR
Hero Rat Wins A Top Animal Award For Sniffing Out Land Mines,Yes,NPR
"Ginsburg, Champion Of Gender Equality, Becomes 1st Woman To Lie In State",Yes,NPR
A Look At Myths And Misconceptions About The Supreme Court,Yes,NPR
Ginsburg's Trainer Honors Late Justice With Push Ups At Capitol Hill Memorial,Yes,NPR
"Bryant Johnson, Ginsburg's Trainer, Walks Us Through A Full-Body Workout ",Yes,NPR
Video Of Seattle Officer Rolling Bicycle Over Protester's Head Leads To Suspension,Yes,NPR
Florida Republicans Take Aim At Efforts To Pay Felons' Fines So They Can Vote,Yes,NPR
"FBI Agent In Flynn Case Had Doubts About Investigation, Document Shows",Yes,NPR
"Google To Halt Political Ads After Polls Close, Amid Worries Over Delayed Results",Yes,NPR
Coal Miner's Daughter Is A Heartwarming Hero In Afghanistan,Yes,NPR
"Heart Disease Bankrupted Him Once. Now He Faces Another $10,000 Medical Bill",Yes,NPR
Getting Out Of Medical Debt Can Feel Impossible. Here's How To Do It,Yes,NPR
Trump Administration Appeals Order That Extends Census Counting Through Oct. 31,Yes,NPR
Novavax Researcher Says No Chance Of A 'Shortcut' In Vaccine Safety,Yes,NPR
Florida's Governor Lifts All COVID-19 Restrictions On Businesses Statewide,Yes,NPR
Leaders Indicted At Soldiers' Home Where At Least 76 People Died In COVID-19 Outbreak,Yes,NPR
"Rio's Joyous Carnival, The World's Largest, Is Postponed Due To COVID-19",Yes,NPR
Coronavirus Maps: How Severe Is Your State's Outbreak?,Yes,NPR
"America's 200,000 COVID-19 Deaths: Small Cities And Towns Bear A Growing Share",Yes,NPR
The Air Force Struggles With Diversity. Can The Space Force Do Any Better?,Yes,NPR
Fargo' Season 4 Is As Good As It Gets — Again,Yes,NPR
What Amy Coney Barrett's Supreme Court Nomination Means For The 2020 Election,Yes,NPR
Who Is Supreme Court Nominee Amy Coney Barrett?,Yes,NPR
Trump Announces Amy Coney Barrett As His Supreme Court Nominee,Yes,NPR
"We Can't Stop The Outcome,' No. 2 Senate Democrat Says Of Barrett Confirmation",Yes,NPR
Presidential Votes Have Been Too Close To Call And Even Too Close to Count,Yes,NPR
Biden Responds To Trump Court Pick: 'Health Care Is On The Ballot',Yes,NPR
Some Black Americans Buying Guns: 'I'd Rather Go To Trial Than Go To The Cemetery',Yes,NPR
"In California, Windy, Dry Weather Expected To Bring 'Critical' Fire Conditions",Yes,NPR
NY Parole Of Former Black Panther Activist Who Murdered 2 Cops Sparks Reform Debate,Yes,NPR
"As Election Nears, Trump Expands Moratorium On Exploratory Drilling In Atlantic",Yes,NPR
Senate Judiciary Panel To Start Supreme Court Confirmation Hearings On Oct. 12,Yes,NPR
COVID-19 Daily Cases On The Rise In Nearly Half Of U.S. States,Yes,NPR
NASA Astronaut Will Vote From Space,Yes,NPR
"In The Era Of Hygiene, 'Clean' Author Makes The Case For Showering Less",Yes,NPR
Romance Meets The Real World In 'Real Men Knit',Yes,NPR
Medicating With Music': How One Tiny Desk Contest Entrant Heals Through Song,Yes,NPR
"You Can't Send Your Kids To Dance Class Right Now, But You Can Read Them 'Bunheads'",Yes,NPR
Photos: Remembering Supreme Court Justice Ruth Bader Ginsburg,Yes,NPR
New DOJ Filing: TikTok's Owner Is 'A Mouthpiece' Of Chinese Communist Party,Yes,NPR
Michigan Secretary of State Says At Least 3 Million Expected To Vote By Mail,Yes,NPR
What Does It Take For A Palestinian American Baby To Travel From Israel To The U.S.?,Yes,NPR
6 Questions Ahead Of The 1st Trump-Biden Presidential Debate,Yes,NPR
Trump And Biden Debate Tuesday. Here's What You Need To Know,Yes,NPR
Pelosi Prepares Democrats For Rare Possibility The House May Decide The Election,Yes,NPR
Legal Fight Over Trump's Financial Records Grinds On Even As Tax Details Spill Out,Yes,NPR
COVID-19 Deaths Top 1 Million Worldwide. How These 5 Nations Are Driving The Pandemic,Yes,NPR
A Military 1st: A Supercarrier Is Named After An African American Sailor,Yes,NPR
"More Than 600,000 Child Cases Reported Of COVID-19, But Severe Illness Is 'Rare'",Yes,NPR
Democrats Say Trump Tax Payments Report Shows His 'Disdain' For Working Families,Yes,NPR
Trump Dismisses 'New York Times' Report That He Paid Little In Federal Income Taxes,Yes,NPR
Don't Deduct That Haircut Just Yet: Tax Court Has Rejected Such Claims,Yes,NPR
"Evictions Damage Public Health, Which Is Why The CDC Has Banned Them ― For Now",Yes,NPR
Pandemic Threatens Long-Term Job Security After Hospitality Industry Layoffs,Yes,NPR
House Democrats Introduce Scaled-Back Coronavirus Aid Package,Yes,NPR
Texas Sheriff Charged With Destroying Evidence In Officer-Related Death,Yes,NPR
Officer Indicted In Breonna Taylor Case Pleads Not Guilty,Yes,NPR
Artists Turn GoFundMe Comments Into A 'Get Well Soon!' Card For A Sick System,Yes,NPR
Fighting Between Armenia And Azerbaijan Threatens To Spiral Into Full-Blown War,Yes,NPR
Savanna's Act Addresses Alarming Number Of Missing Or Killed Native Women,Yes,NPR
A Look At Amy Coney Barrett's Record On Abortion Rights,Yes,NPR
Unprecedented' Wildfire Season Threatens California's Wine Region,Yes,NPR
"Uber Can Keep Operating In London, Magistrate Rules",Yes,NPR
"I Love My Mom, And I Miss Who She Was': Portrait Of A Parent With Alzheimer's",Yes,NPR
Trump On Defensive Over White Supremacist Group After Debate Comments,Yes,NPR
"Senate Approves Spending Stopgap, Hours Ahead of Shutdown Deadline",Yes,NPR
"Trump Often Gives 'Complete Opposite' Of Health Experts' Advice, Former Staffer Says",Yes,NPR
Tank And The Bangas Have 'Feelings' On The COVID-19 Era,Yes,NPR
"Bowen Yang, 1st Chinese American Member Of 'SNL,' Talks Diversity And Returning to Work",Yes,NPR
Census Bureau Gets 4th Trump Appointee In 3 Months As Count Nears End,Yes,NPR
Appeals Court Rejects Push To End Census Early By Trump Administration,Yes,NPR
What Barrett Would Recuse Herself From: Takeaways From Senate Questionnaire,Yes,NPR
Debate Organizers Say They Will Make Format Changes For Next Time,Yes,NPR
Is This American-Style Civilization?': World Reacts To Presidential Debate,Yes,NPR
"Glass Fire Rages Across Northern California, Burning Thousands Of Acres",Yes,NPR
I'm Struggling To Walk': Serena Williams Withdraws From French Open,Yes,NPR
NFL Postpones 1st Game Following Tennessee Titans' COVID-19 Outbreak,Yes,NPR
Man Charged In Shooting Of 2 L.A. Sheriff's Deputies,Yes,NPR
"Lies, Money and Cheating: The Deeper Story Of The College Admissions Scandal",Yes,NPR
"Juggling Financial Stress And Caregiving, Parents Are 'Very Not OK' In The Pandemic",Yes,NPR
Comey Acknowledges Surveillance Problems But Defends Overall Russia Inquiry,Yes,NPR
U.S. Statue Removals Inspire Indigenous People In Latin America To Topple Monuments,Yes,NPR
Tell Us: What Does The American Flag Mean To You Right Now?,Yes,NPR
The Boys In The Band': Raging Gracefully,Yes,NPR
"On Her Influential Debut, Peaches Seized Her Pain And Pleasure",Yes,NPR
"When The Voting Is Done: Facebook, Twitter On 'High Alert' For Post-Election Threats",Yes,NPR
"Trump 'Will Not Accept Any Result That Is Not A Victory,' 'Atlantic' Writer Says",Yes,NPR
Is It Time To Say R.I.P. To 'P.O.C.'?,Yes,NPR
Descendants Of People Enslaved By Virginia's Governors Are Reframing History,Yes,NPR
Alexei Navalny Says Russia's Putin Had Him Poisoned With Nerve Agent,Yes,NPR
How Amy Coney Barrett's Confirmation Would Compare To Past Supreme Court Picks,Yes,NPR
"United And American Airlines Tell 32,000 Employees They're Now On Furlough",Yes,NPR
Web Of 'Wellness' Doctors Promote Injections Of Unproven Coronavirus Treatment,Yes,NPR
The Black Doctors Working To Make Coronavirus Testing More Equitable,Yes,NPR
"With More Rapid Tests Available, Who Should Get Tested And How Often?",Yes,NPR
Don't Wait For A COVID-19 Vaccine To Get Your Shots — You Need A Flu Shot Now,Yes,NPR
Ireland Lacrosse Bows Out Of 2022 World Games So Iroquois Nationals Can Play,Yes,NPR
"In Reversal, Biden Team Will Begin In-Person Canvassing In Crucial States",Yes,NPR
Naked Ballot' Rule Could Lead To Thousands Of Pa. Votes Getting Rejected,Yes,NPR
Fewer People May Vote By Mail Than Expected. That Could Mean Election Day 'Chaos',Yes,NPR
Trump's Calls For Poll Watchers Raise Fears About Voter Intimidation,Yes,NPR
"Bob Murray, Who Fought Against Black Lung Regulations, Files For Black Lung Benefits",Yes,NPR
Federal Judge Halts Work By Trump Law Enforcement Commission,Yes,NPR
Every Piece I Carve Is A Message': Elijah Pierce Aimed To Do God's Work In Wood,Yes,NPR
"In 'Jack,' Marilynne Robinson Shows Grace Is For Everyone",Yes,NPR
A Nigerian Finds Hard Truths — And Hope — In Netflix Series On Nigeria,Yes,NPR
Overlooked': Asian American Jobless Rate Surges But Few Take Notice,Yes,NPR
Latinx Is A Term Many Still Can't Embrace,Yes,NPR
Map: Mail-In Voting Rules By State — And The Deadlines You Need,Yes,NPR
A Family Affair': Others Often Chip In To Help Pay Off Student Loans,Yes,NPR
Titans-Steelers Game Postponed Indefinitely Amid Coronavirus Outbreak,Yes,NPR
Seagram's Heiress Sentenced In Nxivm Sex Trafficking Ring Case,Yes,NPR
President Trump And First Lady Test Positive For The Coronavirus,Yes,NPR
Timeline: How Trump Has Downplayed The Coronavirus Pandemic,Yes,NPR
What Happens If The President Is Incapacitated? The 25th Amendment Charts A Course,Yes,NPR
Where Trump Has Been Over This Past Week Ahead Of Testing Positive For COVID-19,Yes,NPR
Trump Joins List Of World Leaders Who Have Tested Positive For The Coronavirus,Yes,NPR
